"Skeleton_Metabolite","COPD.0001.Lower.R.05.12.2015","SmNV.0004.Lower.L.06.15.2015","COPD.0002.Lower.L.06.16.2015","COPD.0002.Lower.R.06.16.2015","SmNV.0005.Lower.L.06.17.2015","COPD.0003.Lower.L.06.18.2015","SmNV.0008.Lower.L.06.22.2015","SmNV.0006.Lower.R.06.23.2015","COPD.0007.Lower.L.06.29.2015","SmNV.0009.Lower.L.07.08.2015","SmNV.0012.Lower.R.07.27.2015","SmNV.0013.Lower.R.01.13.2016","SmNV.0014.Lower.R.03.30.2016","SmNV.0016.Lower.L.04.04.2016","COPD.0021.Lower.R.04.14.2016","SmNV.0023.Lower.R.05.31.2016","COPD.0026.Lower.R.06.23.2016","SmNV.0027.Lower.L.08.30.2016","COPD.0030.Lower.R.09.15.2016","SmNV.0032.Lower.R.09.29.2016","COPD.0035.Lower.R.10.13.2016","SmNV.0038.Lower.L.10.26.2016","SmNV.0039.Lower.R.11.10.2016","COPD.0041.Lower.L.11.22.2016","COPD.0041.Lower.R.11.22.2016","SmNV.0043.Lower.R.12.07.2016","SmNV.0044.Lower.R.12.14.2016","COPD.0036.2.Lower.R.12.20.2016","SmNV.0047.Lower.R.02.01.2017","COPD.0050.Lower.R.03.15.2017","COPD.0049.Lower.R.03.21.2017","SmNV.0052.Lower.R.07.06.2017","COPD.0051.Lower.R.08.21.2017","SmNV.0055.Lower.R.08.22.2017","COPD.0056.Lower.R.10.23.2017","SmNV.0060.Lower.R.11.08.2017","SmNV.0064.Lower.R.11.21.2017","SmNV.0067.Lower.R.11.29.2017","COPD.0068.Lower.R.12.12.2017","COPD.0073.Lower.R.12.19.2017","COPD.0079.Lower.R.01.16.2018","SmNV.0085.Lower.R.01.30.2018","SmNV.0091.Lower.R.05.01.2018","SmNV.0093.Lower.R.05.14.2018","SmNV.0098.Lower.RML.06.12.2018","SmNV.0099.Lower.R.06.19.2018","SmNV.0105.Lower.R.07.11.2018","COPD.0101.Lower.R.07.17.2018","COPD.0102.Lower.R.07.24.2018","SmNV.0107.Lower.R.08.01.2018","COPD.0111.Lower.R.08.29.2018","COPD.0115.Lower.R.10.03.2018","COPD.0116.Lower.R.10.16.2018","COPD.0117.Lower.R.10.23.2018","COPD.0121.Lower.R.11.14.2018","COPD.0122.Lower.R.12.26.2018","COPD.0035.Lower.L.10.13.2016","COPD.0066.Lower.R.12.11.2017","COPD.0001.BKG.05.12.2015","SmNV.0004.BKG.06.15.2015","SmNV.0005.BKG.06.17.2015","COPD.0003.BKG.06.18.2015","SmNV.0008.BKG.06.22.2015","COPD.0007.BKG.06.29.2015","SmNV.0013.BKG.01.13.2016","COPD.0021.BKG.04.14.2016","COPD.0026.BKG.06.23.2016","COPD.0030.BKG.09.15.2016","COPD.0001.Upper.05.12.2015","SmNV.0012.Upper.07.27.2015","SmNV.0013.Upper.01.13.2016","SmNV.0044.Upper.12.14.2016","SmNV.0047.Upper.02.01.2017","COPD.0066.Upper.12.11.2017","COPD.0049.Upper.03.21.2017","COPD.0117.Upper.10.23.2018","KEGG"
"5-aminolevulinic acid","0.758067579467168","1.03229447831411","3.00106685522712","0","2.57264761279351","0","0.666859429928018","1.83877142783343","0.529839082788004","0.853419486144618","0","0.998587958794931","0","0","1.25290046893643","0.779515754413562","0.804582690849184","1.57809422354408","1.65703305262848","0","4.1753749662469","0.603417113391011","0","0","0.682317225931002","1.21169688169415","0.630900204280935","1.66961795027289","1.18218678120452","1.71991112563457","1.55338063464267","0","1.67264533004515","0.732038420090016","0.840068554508849","0.972161455213181","0","0.777941317097263","1.10858612652631","0.83674133235239","0.811917321781241","0","0.722998641155631","0.586755999522753","1.42622638908573","0.605672842713393","0.836822241609509","0","0.903914177410328","1.01952949635731","2.14546541884833","0.737183524373346","0","0.64908697176861","0","0.971306658650484","4.82840790400257","0.933240673235301","0","0","0","0","0","0","0","0","0","0","0","1.72164262257705","1.6782840365655","0.774982278463839","2.7742084402266","1.65828602072089","0.999454061988779","1.99575661640145","C00430"
"nicotine","0","19.6612981697336","0","0","99.4938586661674","26.673992767605","8.06817138033575","0","8.50657232267711","32.2868222020656","8.90491349309861","5.53152063865592","1.56389723499336","7.14618658818503","14.4490959042962","29.5254282082108","10.7529377699881","0","9.90395698083091","1.15810616804438","6.46796019268486","0.432820181993757","2.35075634243552","61.0563997395346","36.3614373541051","35.1938292953259","47.0757175348921","2.85379822003228","31.7422465746837","5.20048453892068","36.0847266263328","97.407430798974","13.9555872099398","11.6352686454862","2.29332174552896","23.7047400552277","24.3936790143686","8.39098816051518","53.6759160029513","9.54764373255211","30.9957182246725","20.0357054532957","51.1892503624942","8.25221725228821","45.4356046814181","15.5029030583516","9.87956047544971","8.63804459483956","31.6739540189805","0","46.8748093564061","0","40.1283318774791","12.6997411189078","30.6065425898229","10.3627197525199","7.45918232352133","3.6925293852331","0","0","0","0","0","0","0","0","0","0","0","3.74859191420598","1.08680584621758","10.8685642688261","7.07796458006771","3.45496979927021","7.08055049664542","0.972114799330798","C16150"
"pyrazine-2-carboxylic acid","0","0","0.0415809926095464","0","0","0","0","0","0","0","0","0","0","0","0.0302894086961347","0","0","0","0","0","0.0262157252620467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.078439805471929","0","0","0","0","0","0","0","0","0","0","0","0","0.0669544847773883","0","0","0","0","0.235327915948452","0","C19915"
"15-ketoprostaglandin e1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0453555262606066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039809535837986","0","0","0","0","0","0.0115622666483795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.112169377156653","0.0121004189761086","0.108550535868503","0.0720588678184574","0","0","0","C04654"
"l-kynurenine","0.0386065844222852","0.142598281771476","0.528588122574644","0.206324256321233","0.21473663341386","0.0504495755546752","0.0483921868465412","0.145991030083008","0.118689992152354","0.156316560282611","0.0687821039813572","2.54845671833741","0.184950658420371","0.215057049834969","0","0.329780595373512","0.405542879835522","0.381887215537129","0.329080144880826","0.160430159394485","2.79438747597492","0.251542325636063","0.115858888269524","0.144164602154078","0.259003277798989","0.444120143332155","0.527209550536893","0.953924098107302","0.105293091666957","0.590123887792219","3.04785328882656","0.165665800009122","3.61108463192911","0.155018964114061","0.500877256573348","0.272638668089222","0.567566636532153","0.888135397088597","0.279884258425026","0.190817476660848","2.58159586419205","0","0.192519811687375","0.559448717461363","0.635958143135133","0.453331873378781","0","3.25915858267057","0.831710896433567","0.219886535417667","2.25167720912401","1.63542462561844","0.0440966305328426","0.922445387527954","0.645764892595664","1.21855636052493","2.68115635144729","0.376941186853442","0","0","0","0","0","0","0","0","0","0","0.0857251556544069","0.242492448115579","0.685015368094398","0.0978855492475188","0.168242527151504","0.165236890179594","0.113471572413937","0.112384593795674","C00328"
"1,2-benzenedicarboxylic acid","1.8397568934855","2.27312411232597","2.62885843389374","0.393601979498055","0.918640205498457","0.569055156569402","0.581345589018581","0.935983645058743","0.397560577009393","1.66261343130089","1.98901556592566","0.27971114754409","1.29133795688219","0.785239761076753","0.869178390077416","0.377773592848201","0.33727780930903","0.535138110881929","0.515128301221286","1","2.05137712644524","1.0896789856535","0.518426890432098","0","1.78311449076734","1.74710060702843","2.54552445473974","0.634461657202712","1.65350537482983","0.351844223626497","1.10169620482473","0","0.582187649044206","0.454467121991533","1.58420794553358","2.12940164427673","0.577413405928918","0.183550923876663","0.25814565075124","0.26644156390731","0.234723482617719","0.262181566971401","0.568541551538644","0.767924512776628","0.764146162941275","0.29830210354213","0.518096853957496","0","0","0.3855231367903","0.171071567174149","0.282828867411308","0","0.764535966190298","4.28696824049474","1.14759170074588","1.07069247456153","1.92940494310357","1","18.2687689131381","1.89762841232135","1.18953430266688","0.906084531013615","0","2.58946317160509","1","0.866070464148425","51.7983086070348","24.9445250039701","0.650413156278614","0.4065274305422","1.76585187169946","1.79430987067288","2.90481668895893","0.992981069694904","3.23220306034602","C01606"
"phenylglyoxylic acid","0","0.156950555605097","2.23720161392866","0.161252503829386","0","0.169854736880189","0.140938351265389","1.47930902860488","0.366254111548704","0.16429185881805","0","0","0","0.187519173410121","0","0","0","0.129980088582571","0","0.279449609237752","1.31042663917323","0.166273822922689","0.179224537037037","0","0","0.228574019536827","0","0.0993577374717459","0","0.739961937286271","0.117116029105401","0","0.0769520948033322","0","0","0.375612363173262","0.153903476308163","1.27019707857215","0.154473796836379","0.0536728722528454","0.0500688472847762","0","0","0","0.0700178034399274","0.122608907044697","0","0","0.532503405239317","0.181018536628982","0.455888434352752","0.0578498891888487","0","0","0.143772116455193","0","1.2755554400276","0.113463142740607","0.201437293711971","6.59126643509089","1.32686241676077","2.51814225624754","0.898106562027231","0.910440025857649","0.336602833566869","0.480785379483029","0.197830161705372","3.44104129107201","8.28281339897271","0.079858493514899","0","0.192410095001","0.19973488270868","0.449823688419556","0.0672553634591854","0.953413498477232","C02137"
"n-acetyl-l-glutamic acid","0.18504756807155","0.197673179357459","0.178642426723482","0.0381112289383763","0.150278331208338","0.180213100815861","0.141184885331223","0.134218428773829","0.326048977205504","0.235273065173006","0.0454776102329755","0.120294538527875","0.191825688303648","0.0912796108345557","0.303717639224173","0.193917943377902","0.18170539988046","0.173526036769989","0.173689799097629","0.109192646262831","0.141370253086874","0.177198185962763","0.0611689814814814","0","0.246653992955774","0.100037490005429","0.1385713544345","0.153288494404322","0.168292024597474","0.186954890851601","0.187289031128287","0.113922161988454","0.131576017322779","0.123590414229802","0.1578710383132","0.168872901743224","0.0477550149916573","0.291716903250993","0.474367948773639","0.215340453198678","0.262487346560674","0.184991546085259","0.165576120646158","0.150124865774435","0.147046318066123","0.10765340413463","0.115473786192502","0.139020561174489","0.170350660458044","0.133375804958375","0.181558839808882","0.10987495872242","0","0.154428485179333","0.188884173161509","0.121217624746623","0.17926499014599","0.153667961349938","0","0","0","0","0","0","0","0.0537543704291799","0","0","0.379502185520632","0.583094608558788","0.199911278638922","0.058767666421335","0.0572772058484083","0.321342275183248","2.85706541139101","0.0597628370685106","C00624"
"4-nitrophenol","0.355854067026952","0.168612933886364","0.265840784262644","0","0.153654530254187","0","0","0.176854543767357","0.127709478946799","0.126525622699842","0","0","0","0","0.309222786425816","0.105000498498964","0.180083075084004","0.0731413925123061","0.192088091353996","0.167510231988376","0.144174828779733","0.26671638506213","0","0","0.0944957778858481","0.18048949339833","0","0.114871271845195","0","0.116504351668177","0","0","0.0821851563188096","0.0856516318677319","0","0.106405463511299","0","0.242028772623715","0.15869518620614","0","0.0496929990939124","0","0","0","0","0","0","0","0.156816286018984","0.0623476004463246","0.0488125155075995","0","0","0","0","0","0.0514677038976506","0","0","0","0","0","0","0","0","0","0","0","0.273352789109624","0.0834715424133328","0","0","0","0","0","0","C00870"
"dihydro-3-coumaric acid","0","0.124710452422847","6.5408614855959","0.0693796394485684","0","0","0.0874891570665489","0.0402062161404596","0","0.0877676375027758","0","0","0.10892807843859","0","0","0","0","0","0.0446721191011566","0.0732382462704283","2.53555121879372","0","0","0","0.0615205505695801","0.388316831464178","0","0.484817244611059","0","0","0","0","0","0","0","0.0521311382719074","0","0.167645437992363","0","0","0","0","0.113443482485857","0","0","0","0","0","0","0","0","0","0","0","0","0","2.10241198739064","0","0","0.101006428063207","0","0.139093056990796","0","0","0","0","0","0","0.19875351128166","19.5562679503256","16.7244186314858","0.574527114798245","0.0641260692074839","8.72922843807581","44.7303543443112","0.81015301730123","C11457"
"d-fructose","0","0.173182619967853","0.0971768653684527","0.0973636149404972","0.404462221635333","0.181374482172253","0.174339151740195","0.399877165743018","0.116000340662957","0.0822483382812988","0.171876329057861","0.207477184636233","0.177168647988421","0.193164856524888","0.696232414883875","0.200176874817678","0.619210736475185","0.121463221073929","0","0.15488761430864","0.0520791909075287","0.196732041795381","0.238208912037037","0","0.273923102996006","0.359888569529583","0.0867675018753273","0.958716026241799","0.157824015396892","0.0750461401094475","0.189943540352042","0","0.279638920417248","0.441013986096078","0.259102096240346","0.121973185930892","1.01010901883052","0.332043530595928","0.214261146483208","0.248895435645321","0.188012119357648","0.176408604983105","0.0911066439213739","0.227539588827495","0.357831669155006","0.592895719031979","0.332770994905213","0.151834901666016","0.144388482371947","0.0765513785581628","0.212722911802317","0.161842154536448","0","0.337399270445071","0.305535039079294","0.180792057299005","0.100419917859624","0.0934815326434988","0","0","0","0","0","0","0","0","0","0","0","0","0.0604628383142941","0.157092514897961","0","0","0.135831667840624","0","C00095"
"dl-indole-3-lactic acid","0.912232799874219","1.97626693890506","2.73354500069486","2.2349601711188","8.57105790622272","2.40886458213538","0.373033690568129","1.61690902225254","4.97488236604908","3.03642010068551","1.12261171103789","16.3474675404632","1.29730962892162","2.9537689236822","5.11385020798473","4.67933829648722","4.11441955941336","3.0361350126132","7.16334200469634","3.7768127978313","8.16115161738711","2.48576145274453","2.46961156004779","2.58577619436107","3.79505868563385","5.3543146040622","7.00778010032019","8.23005511476675","3.53421785059975","7.76115277151342","16.4817510143238","2.22659586039445","11.2533950593827","4.4803233880503","3.69753819219356","5.6373426810006","7.29828419483591","7.48422220926265","7.61726374170395","2.3583219590144","14.4999778986132","0.825220890757436","2.07386755964678","6.91474718804512","6.05136102257296","6.72104384619165","0.862844103718855","12.4149765033443","9.7331785714776","2.53344770081685","23.7789953146829","17.0944027753288","2.28987155069952","11.9813647632253","2.64503848646279","5.41468621915009","9.51612393136634","4.31404411049288","0","0","0","0","0","0","0","0","0","0","0.691116541435898","8.45515888704223","10.8004608314413","2.28490082539322","7.15550609429922","3.31087631298086","6.93781073047173","5.64894280080333","C02043"
"n-acetyl-a-neuraminic acid","0.305468169967367","0.708858143980999","2.99343449850051","0.48045540238011","0.772228799941469","0.733555237974637","1.02807140357017","0.83192083504335","0.469141230115526","1.00022422153087","0.671731140943928","0.254283033708929","0.430809901868103","2.32888295390389","15.7439995560365","0.793420182930657","1.26055641220108","0.921087156242068","0.154701806210778","2.82337356491021","3.17088887252375","1.09475117425499","0.387654320987654","0.887405907470176","0.980146484518914","0.808731300615654","0.270384453890537","0.643511218920558","0.606672182321738","4.23768254684199","1.0594849189336","1.06925693124041","0.517818832041824","0.753300479194596","0.190615953303723","0.878687809547144","0.217671337707468","15.4091566464603","0.79251173379611","0.599072655877904","0.333558981968368","0.264657260286492","0.825437886930266","0.316112004805378","0.414175576476161","0.432210459080314","1.05941908833694","1.00593334031074","4.06818714561753","0.339011118996924","0.653832206182681","0.238560578464848","0","0.17672907771676","1.21586762647029","0.295671887623139","4.02747661740449","0.387597758535174","0.427455157068891","0","0","0.425754775107825","0.0466543746848209","0.420610329685027","0","0.563930409026367","0.135730851097626","0","6.46788625399941","10.326900941783","2.73647447978768","2.25622119190473","2.40667475648119","0.766261664468617","1.53079491246857","0.269166041822877","C19909"
"19-hydroxyandrost-4-ene-3,17-dione","0","0.357741621444932","0.0384255101931731","0","0.103270909303172","0.0839153750154401","0","0","0.0601924126505343","0.0587725539254198","0","0.125605409694764","0","0","0.0787680050495217","0.154037376291959","0","0.103619758186743","0.105083362749461","0.222984214429263","0.313158880092026","1.39372611715931","1.36363009914343","0.369265083416288","0.785219191852219","0.843416887316063","0.905485557233999","0.746684384436814","0.0736539248246724","0.330910560628869","0.4770913643184","0.532316326494808","0.486553847256256","0.569711161955069","0.350978056224037","0.38215546525856","0.519002898313243","0.627258963876323","0.196741709644562","0","0.384232772460165","0","0.859512034537185","0.965329008223621","0.388109185315004","0.361563339582098","0","0.506353161009031","0.704363899943852","0.721493289118535","0.963952502623263","1.02166191201713","0","0.666402299816518","0.879254029522132","0.684858913624068","0.239380202262477","1.64307227553848","0","4.23082730257759","10.5266836400582","3.31459638314723","0","0","1.63944869776194","13.6394606224328","4.29768452046091","0","0","0.39649331557473","0.130583142024867","0.232671697365254","0","1.28637698022158","0.218919102793565","1.93233998039051","C05290"
"d-lactic acid","12.9795569521902","10.5377722290976","29.0088635820904","24.0390891952397","22.7863010545268","23.303475099043","13.0975240066351","16.8704739546412","7.31318895055093","27.1810826019183","23.719214986933","27.513084599274","20.9821388235884","0","24.0776136962734","12.4333433033126","12.3791167119544","18.3005944827142","31.0725092955924","13.3220536146694","33.3176890787245","10.6151054976457","0","13.4884682543176","18.5217324668051","13.0394308596933","22.758325745531","16.9140691328077","21.5418837722386","21.5969448573913","32.787229854171","19.2430515438675","32.3671385672811","9.55419172009964","17.6438230218676","28.0424275631075","25.624189885963","27.7794782361807","30.4768760009599","16.1976690298708","16.6619916181661","9.65573616259472","18.891919814834","13.7973019118657","27.1007826135915","16.5925787338707","14.6576612184106","33.4017069295249","25.056382315985","20.7571424047508","58.206490606371","23.563482363835","0","17.5813717657181","15.3045346311994","30.5891226246318","30.4716691321382","11.2130457459493","0","0","0","0","0","0","0","0","0","0","29.3347348087441","13.0808127797125","36.7849101888534","44.272426646407","36.7744293713027","46.1112929827679","17.6794370348312","20.5445305340331","C00256"
"oxymatrine","20.9205391723743","22.9857685957852","24.0859871930556","0.686608456332173","20.5192979438915","13.197960617948","7.3628374893843","9.42587496439194","18.3024037048639","29.0090895705411","1.60198171579747","3.44393803614672","6.36717647966967","15.6941859792758","57.7547041397592","2.45440203488231","2.19630264389188","5.93209713961272","3.34153531725933","8.59746057972643","3.6855655143638","15.4146495224433","2.46685641368295","3.69980914173658","1.89818703649933","4.90806028190914","0.569780502692141","3.49516964441599","2.30042557955114","12.2009618144436","0.301157641010422","0.295438118195247","1.80545046517106","8.13705449687514","0.092761659005949","0.660808264689147","0.35386887111025","4.1917548363811","0.43389907987155","0.0419914490485996","0.184986970004652","0.143538042029464","0.178584185755528","0.0194790439142242","0","0.0475438995412732","0","2.30897567596461","0.154392797670609","0.0626565541733871","0.243159061671893","0","0","0.0495130514354011","0.0613468484060791","0.41879837028042","6.51627892776932","0.157067267470817","0","0","0","0","0","0","0","0","0","0","45.7372056101433","0","3.1034942861129","1.82755581668625","1.78796944173953","1.15792170165581","1.36466673993364","1.63392587030766","C10749"
"nicotinuric acid","0","0.0431999547598902","0.0604525451009945","0.0846117591610698","0.111783951812431","0","0","0.204467378607897","0.0411442592537179","0","0","0.106774954748343","0","0","0","0.119270492923161","0.121325283655705","0.161757924350912","0.146412930058933","0.0504762266515996","0.205611606156565","0.0747212747979049","0","0","0","0.0649052630880484","0","0.118796515794696","0.0648118809557339","0","0.0587796262190151","0","0.167142223278399","0.0446019585699762","0.081975444849925","0","0.0888409378881208","0.109694025929471","0.0949470795291812","0","0.155373406574828","0","0.0564120635479987","0.0565763326901477","0.0854681605765441","0","0","0.0426142472478853","0.0936889564657311","0","0.263184481584924","0.0719642680846862","0","0.0580010628798258","0.0604406204182421","0.12200671772808","0.0926784946287377","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0553775145197892","0","0","0","0","0","C05380"
"d(-)-.beta.-hydroxy butyric acid","1.01943816150698","0.168836959429626","0.423237595481992","0.187790149640626","2.65836773624247","0.226154597586787","0.592652676112066","0.532094276248886","0.702387172658575","0.619968220909951","2.91122406778965","1.61182513433345","9.73851572369136","0.20679699000018","0.788263825300369","0.265009434554471","0.362459002395817","1.25810130157039","5.19038879825992","3.1396393402148","0.309663205439772","2.56081437819506","0.270326967592592","0.16355445994923","0.801125897107151","1.74192278385961","7.80682477602223","0.17437565466674","0.731182227855231","0.286224013107933","0.303298813441623","0","1.33729898246949","0.684783399816398","0.271657849821305","17.1068968348951","0.427677484914252","3.69495064409626","0.81151225862134","0.684713439743112","0.336470757543685","0.114814645567272","2.28297600264827","0.232297653675414","11.9479603703581","2.53073564390888","0.293571989762227","1.56405552754017","0.64005828502645","0.717470553938032","0.569221470788454","0.583452201414161","0","1.14733900443589","0.554416125582882","1.37046871705589","0.421986728988747","0.478722996047734","0","0","0","0","0","0","0","0","0","0","0.490558915336132","0.558437618366423","0.261703398848673","8.07621108469368","0.304693631249546","0.164859901664593","0","0.162611199052088","C01089"
"d-erythro-c18-sphingosine","0","0","0.00828896870957741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0470451044996415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0334960534627996","0","1.02593034936766","0.197858225675276","0","0","0","0","0.500541046082668","0","0","5.25226858102701","0.930992603214784","0","0","0","0","0","0","0","C00319"
"1,5-pentanediamine","21.8631541688968","7.29020225374046","10.403226306665","0","4.06208494566764","3.46495414171746","4.80968178843724","4.64021329537333","5.18497998605123","8.14791506315932","0","0","1.94065655509357","3.67169965997004","20.1330514165209","3.61071292737054","3.44820866210942","6.17888102838717","4.36946857134459","7.75445601906805","6.61078380833149","10.3478759640066","3.99418402777777","4.2657451834896","2.68336354392325","9.37807509281264","0","3.11127956337174","1.9121338543867","10.1502936397987","0","0","1.27022472750356","4.33780988582443","0","2.13332723045587","1.16605487322954","20.8143009384177","1.35790303480011","1.06901428925972","0.659325750700873","1.67974581806745","0","1.01633951970904","0","0","3.56746856126516","1.71024062568386","5.69944565871582","1.96667653945669","0.767938873019003","0","0","0","0","0","8.01255500049624","0","0","0","0","0","0","0","0","0","0","0","25.1808189649561","2.69547973566823","2.28493916432683","4.49974053636052","0","2.39926856415964","1.76567806073655","0","C01672"
"alpha-d-fucose","3.25460227567035","5.57722464976977","4.43226709837087","4.09348415223282","11.3973306257121","2.70456050217985","6.3283103285599","11.1517433567617","4.91892451783531","5.51168862528485","5.80022115522809","11.3370911951175","5.68793136623359","2.41628534674548","6.01250645134437","5.63142832877299","7.47000457063642","9.00042182176957","8.63002990755845","2.51931732933233","3.72083364017968","4.26349609265866","4.98341531635802","2.18579918122991","5.13882134488704","3.551148421715","11.1189665177413","7.84237278791554","6.91562221283387","1.57256193820677","7.63453035838289","3.10594171904709","6.74028294095065","7.83371877076372","0.344139862513791","5.94337786190175","6.97082711294551","3.44897655385082","6.69614897915439","4.71708293810504","4.96096418334405","6.44197173785068","8.16781060539319","8.37791336331209","20.2537737662332","10.0857361444117","7.87833727773573","5.48227133899772","3.52128353764769","6.55871981580726","12.7127922586063","6.22110484334945","0","4.78337496881857","5.90665340138679","5.92069406781607","3.76996204906682","6.2504267054361","0","0","0","0","0","0","0","0","0","0.226676201315378","0.554648429262806","1.37202452092626","1.99012372270728","1.81069329362804","3.37283602957178","1.67115006282366","0.583539014524623","0","C00507"
"o-cresol","0","0.0335886064523706","0.570462066163632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.318706581240641","0","0","0","0","0.0432428965286909","0","0.0438034070235404","0","0","0","0","0.0318620160165915","0","0","0","0","0.171699197627683","0","0","0","0","0","0","0.0383929143473981","0","0","0","0","0","0","0","0","0","0","0","0.223923502639551","0","0","0","0","0","0","0","0","0","0","0","0","0.606615281082333","0.845314563380642","0.251856097734695","0","0.515500141859892","5.61911661121387","0","C01542"
"phenol, 4-(2-aminoethyl)-","0","0","0.216256494339501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.77344785159947","0","0.441334251816114","0","0","0","0","0","0","0.681264428019942","0","0","0","0","0","0","0","0","0","5.65925307880331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.509953039221135","0","0","0","0","0","0","0","0","0","0","0","0","1.03087847511428","4.30815587095028","20.8798323729701","0.555091059543289","0","2.13892334181136","0","C00483"
"maleic acid","0.802600272804185","3.53189536484626","1.05983538175739","0","0.819417070326475","0.184988874617847","1.60650423825539","1.09219935502448","0.905171401805053","1.73927779107296","0.359699885902674","0.327005998805924","0.703019249914249","0.237902383818801","0.136296789589056","0.76766071052719","1.46222444336177","1.25089637126035","0.762710712343665","0.792869894688862","0.711857770577116","0.509248647853499","0.55924961419753","0","0.585826075423316","0.43933199224543","0.422953534343258","0.459606373008434","1.187391447214","0.836231377115426","0.289562513209142","0","0.341862331761808","0.472437506309825","0.453820004337699","1.66672096432643","0.485017124361756","0","0.361555448106036","0.361299566848531","0.333672155587178","0.378402062271347","0.731763053849213","0.335168949358391","0.326274732123268","0.330408172020458","0.795598818125292","0","0.122985629362137","0.587587481302239","0.201369122222151","0.217123471878478","0","0.487939567689899","1.26043951804041","0.407113527099498","0.465916233830681","1.98777512019521","0","0.799125210000297","0.649908485532925","0.742733637038438","0.625346696923852","0","0.433165111660458","0.443108081286165","0.37479111732376","2.04586367466704","1.0762498080022","0.311604782095458","0.334180032565355","1.0992948694033","1.20339178663993","2.97327421984853","0.461714665307548","0.587438325603784","C01384"
"inosine","32.3982699380147","20.5710650348327","88.4618304630585","17.0665930246259","55.6597069737604","14.4120950089545","0","32.8880725449172","82.5035136621958","12.5889156948603","24.0038012888011","57.4368021531259","0","0","221.166980215877","44.744827611673","49.436254689925","8.11601171091624","52.1622944314624","19.162363375654","163.185330289417","20.9920598810179","21.7309413580246","0","18.1996787361657","50.7446001674332","36.8616928426187","97.3924582391532","13.6749988264563","168.167678450612","156.265687630204","18.5965055912834","114.030926413084","51.9248080052028","18.6914269144813","69.0391872044199","63.1379759380763","129.077140719286","146.237860479093","143.271540912453","136.38548890654","15.138039390673","43.4200884717138","31.3226906003019","87.1086320473567","67.103194161753","59.1080123585919","43.201842037659","68.9281637049003","60.7688295527998","233.533712089883","57.1462536979604","0","46.7288969548854","43.932093525735","37.366074429421","195.220091781708","39.667526472791","0","0","0","0","0","0","0","17.4708383590088","0","0","0","81.5485840157981","70.6288170057822","0","23.0252652821652","0","26.6794332170828","0","C00294"
"sarcosine","2.46066957888012","2.61720559672357","3.05995323204411","5.85551431601272","5.32585584950574","3.36288283073138","2.69827273972394","2.53641834822363","4.5234332381165","3.32024871342116","3.54923050299615","4.00413566967712","4.44758351250282","2.96332368325397","9.98344682149893","6.38678719263846","6.14572796174728","2.58028197712868","4.68987625472128","3.29828976231399","5.89239021037386","1.47114451518292","2.3752555941358","1.21041510762864","4.46351592319141","3.08770781240841","3.97921571217618","9.6963173273058","3.61835774304088","5.517701233011","6.86607288427281","0.702917873361159","4.03811875676151","4.21841741347614","4.67097607664526","4.84673116869654","3.61554866956881","7.83067075328751","14.2188670753704","6.30243016205631","4.58476389677727","1.05649741812874","2.75365673295371","4.35517010133258","5.34385878396874","3.78752937475272","7.40108788385622","3.62114347151787","2.64187863621485","2.11933967799802","12.9918387082408","7.07341111107328","0","7.05903321318694","2.53116973311432","3.7570115504007","4.77470709724985","4.67020253053022","0","0","0","0.826694029235255","0","0","0","1.15608348473975","0","0.665068605826207","0.866911035382264","0.994020541975721","2.31663474236188","0.608003011813226","3.24774947075466","1.84386370226258","0.443612811599846","1.3721939885399","C00213"
"salicin","0","0","0","0","0.0347134576678368","0.121821132393718","0","0","0.084544013021279","0.0056237994562218","0","0.0839826380812959","0.0106564635232213","0","0","0.0553390041222978","0.571429726859576","0.0341459022000279","0.463930071468402","0.169591890967209","0","0.0171001473206474","0.17277191842601","0.0203402516335221","0","0","0","1.12976434503525","0","0.447966072903426","1.07581168017624","0.188294509180605","0.15054149625594","0.128454616648495","0","0","0.19421026317578","0.351999551823403","1.18421584229404","0","4.21745472571851","0","0.0409831978860248","0","0.0224401820844229","0.525760271999124","0","0.175395213282698","0.461018270776504","0.0928538107218147","0.506868702437906","0.0917760386761729","0","0","0.0928254150710767","0","0.0166679843970287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C01451"
